premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The plate is front the bottle.	The bottle is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the bottle.	The bottle is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is left of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the bottle.	The bottle is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the bottle.	The bottle is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the watch.	The watch is behind the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the watch.	The watch is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the watch.	The watch is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the watch.	The watch is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the watch.	The watch is left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is behind the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the watch.	The watch is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the watch.	The watch is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the watch.	The watch is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the watch.	The watch is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is front the watch.	The watch is behind the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the watch.	The watch is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the watch.	The watch is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the watch.	The watch is right of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the watch.	The watch is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is left of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the watch.	The watch is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the phone.	The phone is behind the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the phone.	The phone is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the phone.	The phone is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the phone.	The phone is above the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is behind the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the phone.	The phone is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the phone.	The phone is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the phone.	The phone is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the phone.	The phone is in back of the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the phone.	The phone is behind the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the phone.	The phone is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the phone.	The phone is in back of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the phone.	The phone is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the phone.	The phone is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is left of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the phone.	The phone is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the phone.	The phone is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the desk.	The desk is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the desk.	The desk is behind the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the desk.	The desk is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the desk.	The desk is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the desk.	The desk is above the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is behind the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is below the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the desk.	The desk is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the desk.	The desk is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the desk.	The desk is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is front the desk.	The desk is behind the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the desk.	The desk is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the desk.	The desk is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the desk.	The desk is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the desk.	The desk is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the desk.	The desk is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the desk.	The desk is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the desk.	The desk is left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the desk.	The desk is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the desk.	The desk is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the desk.	The desk is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the desk.	The desk is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the desk.	The desk is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the flower.	The flower is in back of the plate.	entailment	orientation	front_back_one_hop	0	entailment	1
The plate is in front of the flower.	The flower is behind the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is in front of the flower.	The flower is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the flower.	The flower is in back of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the flower.	The flower is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the flower.	The flower is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the flower.	The flower is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the flower.	The flower is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the flower.	The flower is left of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is in front of the flower.	The flower is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the flower.	The flower is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the flower.	The flower is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is in front of the flower.	The flower is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is in front of the flower.	The flower is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the flower.	The flower is in back of the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the flower.	The flower is behind the plate.	entailment	orientation	front_back_one_hop	0	contradiction	0
The plate is front the flower.	The flower is to the right of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the flower.	The flower is in back of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is right of the plate.	contradiction	orientation	front_back_one_hop	1	entailment	0
The plate is front the flower.	The flower is on the left side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the flower.	The flower is underneath the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is above the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is left of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is behind the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is below the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is on the right side of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The plate is front the flower.	The flower is on top of the plate.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The plate is front the flower.	The flower is to the left of the plate.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the apple.	The apple is in back of the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is in front of the apple.	The apple is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the apple.	The apple is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the apple.	The apple is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the apple.	The apple is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the apple.	The apple is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the apple.	The apple is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the apple.	The apple is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the apple.	The apple is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the apple.	The apple is in back of the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the apple.	The apple is behind the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the apple.	The apple is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the apple.	The apple is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the apple.	The apple is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the apple.	The apple is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is behind the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the apple.	The apple is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the apple.	The apple is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the computer.	The computer is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the computer.	The computer is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the computer.	The computer is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the computer.	The computer is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the computer.	The computer is above the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is below the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the computer.	The computer is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the computer.	The computer is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the computer.	The computer is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is front the computer.	The computer is behind the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the computer.	The computer is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the computer.	The computer is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the computer.	The computer is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the computer.	The computer is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the computer.	The computer is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is behind the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the computer.	The computer is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the computer.	The computer is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the plate.	The plate is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the plate.	The plate is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the plate.	The plate is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the plate.	The plate is above the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is below the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the plate.	The plate is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the plate.	The plate is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the plate.	The plate is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is front the plate.	The plate is behind the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the plate.	The plate is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the plate.	The plate is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the plate.	The plate is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the plate.	The plate is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the plate.	The plate is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is behind the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the plate.	The plate is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the plate.	The plate is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the watch.	The watch is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the watch.	The watch is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is below the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the watch.	The watch is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the watch.	The watch is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the watch.	The watch is in back of the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the watch.	The watch is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is front the watch.	The watch is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is right of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the watch.	The watch is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the watch.	The watch is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is in back of the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is in front of the phone.	The phone is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the phone.	The phone is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the phone.	The phone is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the phone.	The phone is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the phone.	The phone is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the phone.	The phone is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the phone.	The phone is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the phone.	The phone is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the phone.	The phone is in back of the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the phone.	The phone is behind the bottle.	entailment	orientation	front_back_one_hop	0	contradiction	0
The bottle is front the phone.	The phone is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the phone.	The phone is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is right of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the phone.	The phone is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is above the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is left of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is behind the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is below the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is front the phone.	The phone is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is front the phone.	The phone is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the desk.	The desk is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the desk.	The desk is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is in front of the desk.	The desk is to the right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is in back of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is right of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is on the left side of the bottle.	contradiction	orientation	front_back_one_hop	1	neutral	0
The bottle is in front of the desk.	The desk is underneath the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is above the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is behind the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is below the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is on the right side of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is in front of the desk.	The desk is on top of the bottle.	contradiction	orientation	front_back_one_hop	1	contradiction	1
The bottle is in front of the desk.	The desk is to the left of the bottle.	contradiction	orientation	front_back_one_hop	1	entailment	0
The bottle is front the desk.	The desk is in back of the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
The bottle is front the desk.	The desk is behind the bottle.	entailment	orientation	front_back_one_hop	0	entailment	1
